User;nRatings;LearningMethod;lambda;nfeatures;fold;Linear AccuracyError;Linear MAE;Linear RMSE;Linear Spearman;Gaussian AccuracyError;Gaussian MAE;Gaussian RMSE;Gaussian Spearman;Polynomial AccuracyError;Polynomial MAE;Polynomial RMSE;Polynomial Spearman
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;0;0.6666666666666667;0.6666666666666666;0.816496580927726;0.5;0.6666666666666667;0.6666666666666666;0.816496580927726;0.5;0.6666666666666667;0.6666666666666666;0.816496580927726;0.5
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;3;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;4;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;6;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;7;0.33333333333333337;0.3333333333333333;0.5773502691896257;0.75;0.33333333333333337;0.3333333333333333;0.5773502691896257;0.75;0.33333333333333337;0.3333333333333333;0.5773502691896257;0.75
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;8;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;9;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
http://soa4all.isoco.net/luf/users/movies363;54;SIMPLE_ONLINE;1.0;0;0;0.6666666666666667;0.6666666666666666;0.816496580927726;0.8857142857142857;0.6666666666666667;0.6666666666666666;0.816496580927726;0.8857142857142857;0.6666666666666667;0.6666666666666666;0.816496580927726;0.8857142857142857
http://soa4all.isoco.net/luf/users/movies363;54;SIMPLE_ONLINE;1.0;0;1;0.5;0.5;0.7071067811865476;0.9142857142857143;0.5;0.5;0.7071067811865476;0.9142857142857143;0.5;0.5;0.7071067811865476;0.9142857142857143
http://soa4all.isoco.net/luf/users/movies363;54;SIMPLE_ONLINE;1.0;0;2;1.0;1.0;1.0;0.8285714285714285;1.0;1.0;1.0;0.8285714285714285;1.0;1.0;1.0;0.8285714285714285
